,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,lat,long,sqft_living15,sqft_lot15,month,basement,renovated,age
65,317625.0,3,2.75,2770,3809,1.5,0,0,4,7,98144,47.5747,-122.304,1440,4000,11,1,0,89
66,975000.0,4,2.5,2720,11049,2.0,0,0,2,10,98004,47.5815,-122.192,2750,11049,9,0,0,25
67,287000.0,4,2.5,2240,4648,2.0,0,0,2,7,98001,47.3378,-122.257,2221,4557,10,0,0,9
68,204000.0,3,1.0,1000,12070,1.0,0,0,3,7,98042,47.3621,-122.11,1010,12635,8,0,0,46
69,1330000.0,5,2.25,3200,20158,1.0,0,0,2,8,98004,47.6303,-122.215,3390,20158,6,1,0,49
70,1040000.0,5,3.25,4770,50094,1.0,0,0,3,11,98005,47.6525,-122.16,3530,38917,9,1,0,41
71,325000.0,3,2.0,1260,5612,1.0,0,0,3,7,98034,47.7362,-122.179,1640,4745,1,0,0,43
72,571000.0,4,2.0,2750,7807,1.5,0,0,4,7,98125,47.7168,-122.287,1510,7807,6,1,0,98
73,360000.0,4,2.5,2380,5000,2.0,0,0,2,8,98038,47.3608,-122.036,2420,5000,7,0,0,9
74,349000.0,3,1.75,1790,50529,1.0,0,0,4,7,98042,47.3511,-122.073,1940,50529,3,1,0,50
75,832500.0,4,4.0,3430,35102,2.0,0,0,3,10,98075,47.5822,-121.987,3240,35020,11,1,0,28
76,380000.0,4,1.75,1760,7300,1.0,0,0,2,7,98008,47.6034,-122.125,1680,7500,10,1,0,58
77,480000.0,3,1.0,1040,5060,1.0,0,0,2,7,98116,47.5636,-122.394,890,5060,4,0,0,74
78,410000.0,3,1.0,1410,5060,1.0,0,0,3,7,98133,47.7073,-122.34,1130,5693,6,1,0,58
79,720000.0,4,2.5,3450,39683,2.0,0,0,2,10,98010,47.342,-122.025,3350,39750,3,0,0,13
80,390000.0,3,2.5,2350,5100,2.0,0,0,2,8,98038,47.3512,-122.008,2350,5363,12,0,0,11
81,360000.0,4,2.5,1900,5889,2.0,0,0,2,7,98038,47.349,-122.031,1870,6405,12,0,0,22
82,355000.0,2,1.0,2020,6720,1.0,0,0,2,7,98118,47.5474,-122.291,1720,6720,10,1,0,66
83,356000.0,3,1.5,1680,8712,1.0,0,0,2,8,98059,47.4811,-122.149,1850,8797,1,0,0,51
84,315000.0,3,1.0,960,6634,1.0,0,0,2,6,98125,47.7264,-122.31,1570,7203,6,0,0,62
85,940000.0,3,1.5,2140,3600,2.0,0,0,2,9,98119,47.6337,-122.365,2020,4800,11,1,0,89
86,305000.0,5,2.25,2660,8400,1.5,0,0,4,7,98092,47.2909,-122.189,1590,8165,11,0,0,53
87,461000.0,3,3.25,2770,6278,2.0,0,0,2,9,98056,47.5228,-122.199,1900,7349,6,1,0,8
88,215000.0,2,2.25,1610,2040,2.0,0,0,3,7,98056,47.518,-122.194,1950,2025,5,0,0,35
89,335000.0,2,1.75,1030,1066,2.0,0,0,2,7,98136,47.5394,-122.387,1030,1106,9,1,0,8
90,243500.0,4,2.5,1980,7403,2.0,0,0,2,7,98023,47.2897,-122.372,1980,7510,5,0,0,26
91,1100000.0,5,2.75,3520,6353,2.0,0,0,3,10,98199,47.6506,-122.391,2520,6250,3,0,0,14
92,153000.0,3,1.0,1200,10500,1.0,0,0,2,7,98023,47.322,-122.351,1350,10500,2,0,0,53
93,430000.0,3,1.5,1580,5000,1.0,0,0,2,8,98117,47.687,-122.386,1570,4500,7,1,0,75
94,700000.0,3,1.5,1580,5000,1.0,0,0,2,8,98117,47.687,-122.386,1570,4500,12,1,0,75
95,905000.0,4,2.5,3300,10250,1.0,0,0,2,7,98040,47.5873,-122.249,1950,6045,9,1,1,68
96,247500.0,3,1.75,1960,15681,1.0,0,0,2,7,98032,47.3576,-122.277,1750,15616,3,0,0,48
97,199000.0,4,1.5,1160,6400,1.0,0,0,3,7,98023,47.3036,-122.378,1160,6400,9,0,0,39
98,314000.0,3,1.75,1810,41800,1.0,0,0,4,7,98038,47.4109,-121.958,1650,135036,7,1,0,34
99,437500.0,3,2.5,2320,36847,2.0,0,2,2,9,98045,47.4838,-121.714,2550,35065,5,0,0,22
100,850830.0,3,2.5,2070,13241,1.5,0,0,4,9,98102,47.6415,-122.315,2200,4500,6,1,0,104
101,555000.0,3,2.0,1980,3478,1.5,0,0,3,7,98117,47.6775,-122.372,1610,3478,10,1,0,85
102,699950.0,3,2.25,2190,107593,2.0,0,0,3,8,98077,47.7731,-122.08,2570,47777,12,0,0,31
103,1090000.0,3,2.5,2920,8113,2.0,0,0,2,8,98004,47.5814,-122.196,2370,8113,10,0,1,64
104,290000.0,3,1.0,1210,33919,1.0,0,0,2,7,98058,47.4375,-122.184,1640,14910,9,0,0,60
105,375000.0,3,2.5,2340,10005,1.0,0,0,3,8,98058,47.4431,-122.133,2250,8162,4,1,0,37
106,460000.0,3,1.0,1670,4005,1.5,0,0,3,7,98117,47.6878,-122.38,1240,4005,5,1,0,75
107,188500.0,2,1.75,1240,2493,1.0,0,0,3,8,98198,47.3813,-122.322,1270,4966,7,0,0,29
108,680000.0,4,2.5,3140,28037,2.0,0,0,3,10,98077,47.7304,-122.082,2990,35001,3,0,0,24
109,470000.0,5,1.75,2030,12342,2.0,0,0,3,7,98052,47.6417,-122.109,2500,9433,8,0,0,72
110,597750.0,4,2.5,2310,9624,2.0,0,0,2,8,98027,47.5386,-122.053,1940,9636,7,0,0,30
111,570000.0,3,1.75,1260,3328,1.0,0,0,4,6,98103,47.6823,-122.349,1380,3536,3,1,0,110
112,272500.0,3,1.75,1540,12600,1.0,0,0,3,7,98038,47.3624,-122.031,1540,11656,9,0,0,34
113,329950.0,3,1.75,2080,5969,1.0,0,2,2,7,98108,47.5474,-122.295,2090,5500,11,1,0,43
114,480000.0,4,2.5,3230,16171,2.0,0,0,2,9,98001,47.3183,-122.253,2640,8517,10,1,0,13
115,740500.0,3,3.5,4380,6350,2.0,0,0,2,8,98117,47.6981,-122.368,1830,6350,11,0,0,114
116,518500.0,3,3.5,1590,1102,3.0,0,0,2,8,98103,47.6824,-122.347,1620,3166,6,0,0,4
117,205425.0,2,1.0,880,6780,1.0,0,0,3,6,98178,47.5009,-122.248,1190,6780,6,0,0,69
118,171800.0,4,2.0,1570,9600,1.0,0,0,2,6,98168,47.4965,-122.303,1880,9000,1,0,0,65
119,535000.0,4,1.0,1610,2982,1.5,0,0,3,7,98144,47.587,-122.294,1610,4040,5,0,0,90
120,660000.0,3,2.5,2400,6474,1.0,0,2,2,8,98177,47.7728,-122.386,2340,10856,1,1,0,51
121,391500.0,3,2.0,1450,9132,1.0,0,0,2,7,98034,47.7288,-122.226,1580,9104,11,0,0,27
122,395000.0,2,1.0,770,6000,1.0,0,0,2,6,98117,47.6999,-122.364,1710,6000,4,0,0,62
123,445000.0,4,1.75,2100,4400,1.5,0,0,4,7,98118,47.5299,-122.266,1850,4400,11,1,0,90
124,770000.0,3,2.25,2910,10204,2.0,0,0,2,9,98052,47.6897,-122.098,2700,13992,6,0,0,24
125,1450000.0,4,2.75,2750,17789,1.5,0,0,2,8,98004,47.6141,-122.212,3060,11275,3,1,1,101
126,445000.0,3,2.25,2100,8201,1.0,0,2,2,8,98178,47.5091,-122.244,2660,8712,7,1,0,47
127,260000.0,4,2.25,2160,8811,1.0,0,0,2,8,98023,47.3129,-122.39,2090,8400,7,1,0,36
128,822500.0,5,3.5,2320,4960,2.0,0,0,4,7,98103,47.6763,-122.352,1700,4960,6,1,0,88
129,430000.0,4,2.5,2070,4310,2.0,0,0,2,7,98065,47.5319,-121.85,1970,3748,4,0,0,11
130,212000.0,3,1.75,1060,7875,1.0,0,0,3,7,98092,47.2761,-122.152,1420,7680,1,0,0,29
131,660500.0,4,2.25,2010,9603,1.0,0,0,2,8,98027,47.5343,-122.054,2060,9793,4,1,0,29
132,784000.0,3,3.5,3950,111078,1.5,0,0,2,9,98052,47.697,-122.072,2480,88500,6,1,0,25
133,453246.0,3,2.5,2010,2287,2.0,0,0,2,8,98029,47.5517,-121.998,1690,1662,5,1,0,0
134,675000.0,4,3.5,2140,2278,3.0,0,0,2,9,98107,47.6734,-122.38,1540,2285,1,0,0,10
135,199000.0,3,1.75,1320,17390,1.0,0,0,3,7,98003,47.3257,-122.296,1550,19265,8,0,0,58
136,220000.0,4,1.75,2020,7840,1.0,0,0,2,7,98003,47.3309,-122.299,1750,8140,8,1,0,46
137,452000.0,4,2.25,2590,10002,1.0,0,0,3,8,98028,47.7689,-122.266,1550,10436,5,1,0,46
138,382500.0,2,1.0,1190,4440,1.0,0,0,2,6,98125,47.7135,-122.287,1060,5715,7,0,0,33
139,519950.0,3,2.25,1170,1249,3.0,0,0,2,8,98107,47.6722,-122.381,1350,1310,5,0,0,0
140,665000.0,2,1.0,1110,3200,1.0,0,0,2,7,98119,47.6338,-122.358,1170,3600,6,0,0,89
141,527700.0,5,2.5,2820,9375,1.0,0,0,3,8,98006,47.5707,-122.128,2820,9375,7,1,0,46
142,205000.0,3,1.0,1610,8579,1.0,0,0,3,7,98058,47.4563,-122.171,1610,8579,5,1,0,53
143,420000.0,3,1.0,1060,8097,1.0,0,0,3,7,98133,47.7144,-122.351,1560,7940,4,1,0,92
144,500000.0,4,2.25,2030,8517,1.0,0,0,3,8,98006,47.5495,-122.174,2230,8824,2,1,0,54
145,921500.0,4,2.5,3670,315374,2.0,0,0,3,9,98077,47.7421,-122.026,2840,87991,12,0,0,20
146,890000.0,4,1.0,2550,4000,2.0,0,0,2,8,98109,47.6354,-122.353,2200,4000,6,1,0,109
147,430000.0,2,2.5,2420,60984,2.0,0,0,2,7,98027,47.5262,-121.943,1940,193842,8,0,0,7
148,258000.0,5,2.0,2260,12500,1.0,0,0,3,8,98032,47.3887,-122.286,1360,18000,10,1,0,54
149,511000.0,3,1.0,1430,3455,1.0,0,0,2,7,98103,47.6873,-122.336,1450,4599,11,1,0,67
150,532170.0,3,2.0,1360,3090,2.0,0,0,2,8,98103,47.6838,-122.353,1500,3090,8,0,0,24
151,560000.0,3,1.0,1110,5000,1.5,0,0,2,7,98107,47.655,-122.359,1420,5000,4,0,0,68
152,282950.0,3,1.0,1250,8200,1.0,0,0,3,7,98003,47.3255,-122.304,1680,8633,3,0,0,61
153,2250000.0,4,3.25,5180,19850,2.0,0,3,2,12,98006,47.562,-122.162,3160,9750,4,1,0,9
154,350000.0,1,1.0,700,5100,1.0,0,0,2,7,98115,47.679,-122.3,1010,5100,5,0,0,72
155,215000.0,3,1.0,1180,7669,1.0,0,0,3,7,98058,47.4479,-122.176,1190,7669,7,0,0,47
156,650000.0,5,3.5,3960,25245,2.0,0,0,2,9,98056,47.525,-122.172,2640,13675,11,1,0,18
157,320000.0,4,2.75,2640,7500,1.0,0,0,2,8,98023,47.3135,-122.369,1980,7875,8,1,0,47
158,247000.0,3,2.0,1270,7198,1.5,0,0,2,7,98022,47.2086,-121.996,1160,7198,11,0,1,98
159,320000.0,4,1.75,1760,11180,1.0,0,0,3,8,98059,47.4715,-122.118,1730,11180,10,0,0,46
160,255000.0,5,2.25,2060,8632,1.0,0,0,2,7,98146,47.4877,-122.335,1010,11680,5,1,0,52
161,438000.0,3,1.75,1780,9660,1.0,0,0,2,7,98034,47.7171,-122.193,1200,9660,3,0,0,53
162,900000.0,3,2.5,3400,16603,2.0,0,0,2,10,98075,47.6012,-122.023,3400,12601,3,0,0,15
163,441000.0,3,2.75,1910,7280,1.0,0,0,2,7,98034,47.7319,-122.224,1710,8152,6,1,0,35
164,420000.0,3,2.0,2020,38332,1.0,0,0,3,7,98027,47.4582,-122.023,2110,36590,8,1,0,39
165,370000.0,3,1.75,1580,7000,1.0,0,0,2,7,98034,47.7209,-122.168,1640,7500,12,1,0,38
166,269950.0,2,1.75,1340,7250,1.0,0,0,4,5,98198,47.408,-122.327,1830,9750,2,1,0,66
167,807100.0,4,2.5,2680,4499,2.0,0,0,2,9,98006,47.565,-122.125,2920,4500,3,0,0,16
168,653000.0,3,2.5,2680,9750,1.0,0,0,3,8,98034,47.7028,-122.231,2480,8750,6,1,0,35
169,371500.0,3,2.0,1370,8336,1.0,0,0,4,7,98133,47.7458,-122.331,1770,7288,6,0,0,50
170,284000.0,3,1.75,1560,21000,1.0,0,0,2,7,98166,47.4776,-122.337,1070,7920,3,0,0,61
171,272000.0,3,1.75,2160,7140,1.0,0,0,3,7,98023,47.3026,-122.374,1930,7350,1,1,0,37
172,313000.0,3,1.5,1340,7912,1.5,0,0,2,7,98133,47.7658,-122.339,1480,7940,5,0,0,59
173,917500.0,4,2.5,3880,35003,2.0,0,0,2,10,98033,47.6477,-122.182,3740,35230,1,1,0,31
174,673000.0,4,2.25,2590,8190,2.0,0,0,3,8,98006,47.5619,-122.125,2260,8335,9,0,0,34
175,425000.0,3,2.5,1120,1100,2.0,0,0,2,8,98122,47.6106,-122.31,1590,1795,2,1,0,7
176,399950.0,5,2.75,1970,5400,1.0,0,0,2,7,98144,47.5868,-122.308,1280,2150,7,1,0,28
177,385000.0,3,1.0,1220,4800,1.0,0,0,2,6,98122,47.6101,-122.307,1200,4800,5,0,0,113
178,269950.0,3,1.5,1950,7560,1.0,0,2,3,7,98022,47.1976,-121.999,1950,8941,11,1,0,39
179,330000.0,2,1.0,1350,8220,1.0,0,0,2,7,98177,47.7224,-122.358,1540,8280,1,1,0,66
180,260000.0,3,2.5,1670,5797,2.0,0,0,2,7,98030,47.3505,-122.179,1670,6183,7,0,0,26
181,470000.0,4,3.0,2380,5125,1.5,0,0,3,7,98126,47.5384,-122.376,1410,5375,4,1,0,90
182,589000.0,4,3.0,2440,9600,2.0,0,0,4,7,98034,47.7044,-122.2,2290,9600,6,0,0,53
183,163500.0,2,1.5,1050,3419,2.0,0,0,2,7,98038,47.3848,-122.039,1050,3417,7,0,0,18
184,835000.0,4,2.75,3130,13412,2.0,0,0,2,9,98052,47.6993,-122.102,2260,9984,9,1,0,21
185,1100000.0,5,3.0,4090,12850,1.0,0,2,3,10,98033,47.6627,-122.188,2540,10270,11,1,0,28
186,269000.0,4,1.75,1490,10000,1.0,0,0,3,8,98023,47.3099,-122.379,2190,8910,4,1,0,46
187,560000.0,3,2.5,1900,8744,2.0,0,0,2,8,98074,47.62,-122.043,2030,8744,5,0,0,27
188,615000.0,4,1.0,1330,2400,1.5,0,0,3,6,98103,47.65,-122.34,1330,4400,4,0,0,114
189,585188.0,3,2.25,2230,10026,1.0,0,0,2,8,98052,47.6647,-122.153,2230,9340,12,1,0,39
190,305000.0,3,1.75,1650,9480,1.0,0,0,2,7,98034,47.726000000000006,-122.191,1540,8400,8,1,0,37
191,166950.0,3,1.0,1190,8820,1.0,0,0,2,6,98058,47.4616,-122.184,1230,7980,11,0,0,55
192,799000.0,3,2.5,2140,9897,1.0,0,0,3,8,98040,47.5505,-122.219,2680,10083,9,0,0,55
193,400000.0,3,2.5,2180,7508,1.0,0,0,3,7,98133,47.7606,-122.336,1900,7818,6,1,0,52
194,230000.0,3,1.0,1060,10228,1.0,0,0,2,7,98155,47.7481,-122.3,1570,10228,12,0,0,66
195,256883.0,3,2.5,1690,5025,2.0,0,0,2,8,98023,47.2779,-122.347,2550,5001,5,0,0,11
196,423000.0,4,2.0,1970,6480,1.5,0,0,4,7,98108,47.5511,-122.312,1500,6480,11,1,0,94
197,465000.0,3,2.5,2150,4084,2.0,0,0,2,8,98126,47.5488,-122.372,1750,2385,7,0,0,7
198,440000.0,3,2.5,1910,66211,2.0,0,0,2,7,98024,47.5385,-121.911,2330,67268,1,0,0,18
199,385000.0,3,1.75,1350,155073,1.0,0,0,3,7,98038,47.4058,-121.994,1560,50965,10,0,0,45
200,210000.0,3,1.0,860,11725,1.0,0,0,3,6,98056,47.5093,-122.184,1300,9514,3,0,0,72
201,297000.0,3,2.5,1940,14952,2.0,0,0,2,8,98042,47.3777,-122.165,2030,10450,11,0,0,20
202,470000.0,3,1.0,1010,5000,1.0,0,0,2,7,98107,47.675,-122.394,1680,5000,7,0,0,62
203,226500.0,3,1.5,1300,7370,1.0,0,0,3,7,98023,47.3025,-122.37,1430,7500,8,1,0,38
204,274250.0,3,1.0,910,8450,1.0,0,0,3,6,98059,47.4787,-122.158,1400,8040,3,0,0,53
205,840000.0,4,1.75,2480,11010,1.0,0,0,3,9,98040,47.5378,-122.219,2770,10744,8,1,0,48
206,677900.0,3,2.5,2440,4587,2.0,0,0,2,8,98052,47.7073,-122.114,2750,4587,9,0,0,4
207,425000.0,3,1.0,1010,5864,1.0,0,0,2,7,98116,47.5733,-122.381,1290,5000,2,0,0,100
208,180250.0,2,0.75,900,9600,1.0,0,0,2,6,98166,47.4604,-122.339,1250,14280,11,0,0,73
209,464000.0,6,3.0,2300,3404,2.0,0,0,2,7,98133,47.7067,-122.343,1560,1312,7,1,1,94
210,320000.0,4,2.25,1550,7579,2.0,0,0,2,8,98038,47.354,-122.047,1630,6397,4,0,0,22
211,625504.0,3,2.25,1270,1566,2.0,0,0,2,8,98105,47.6647,-122.284,1160,1327,7,1,0,0
212,592500.0,4,2.5,2240,12032,1.0,0,0,2,9,98074,47.6143,-122.017,2520,12368,5,0,0,31
213,465000.0,3,2.5,2714,17936,2.0,0,0,2,9,98001,47.3185,-122.275,2590,18386,1,0,0,10
214,477000.0,4,2.75,1720,6270,2.0,0,0,2,8,98118,47.5458,-122.268,2130,8700,5,0,0,36
215,280000.0,2,1.0,850,16400,1.0,0,0,2,6,98168,47.4889,-122.299,1100,14459,1,0,0,92
216,1510000.0,5,3.0,3300,33474,1.0,0,3,2,9,98040,47.5673,-122.21,3836,20953,2,1,1,58
217,445838.0,3,2.5,2250,5692,2.0,0,0,2,8,98146,47.5133,-122.379,1320,5390,7,0,0,14
218,1070000.0,2,2.25,3900,14864,1.0,0,3,2,8,98144,47.5884,-122.291,2580,5184,8,1,0,67
219,467000.0,2,1.5,1320,10800,1.0,0,0,3,8,98177,47.7145,-122.367,2120,12040,10,0,0,67
220,686000.0,4,2.5,2760,6440,2.0,0,0,2,10,98075,47.5836,-122.026,3070,8127,8,0,0,15
221,279950.0,3,2.0,1750,9750,1.0,0,0,2,7,98198,47.398,-122.299,1900,10125,6,1,0,53
222,527000.0,4,2.25,2330,19436,2.0,0,0,2,8,98011,47.7663,-122.215,1910,10055,9,0,0,27
223,325000.0,3,2.25,2220,16020,1.0,0,0,3,8,98030,47.3758,-122.217,2080,9583,9,1,0,48
224,328000.0,3,2.25,2020,8379,2.0,0,0,2,7,98038,47.3828,-122.023,2020,8031,9,0,0,20
225,390000.0,3,2.25,1250,7500,1.0,0,0,4,7,98146,47.5123,-122.373,1280,7392,6,0,0,72
226,479950.0,2,2.0,1510,6516,1.0,0,0,2,8,98053,47.7076,-122.013,1640,6009,3,0,0,10
227,264950.0,4,2.25,1720,9753,1.0,0,0,3,7,98023,47.2922,-122.371,1510,9753,5,1,0,36
228,235000.0,3,1.0,1430,15246,1.0,0,0,3,7,98031,47.4075,-122.214,1960,13068,1,1,0,54
229,516500.0,3,2.5,1480,4729,2.0,0,0,2,7,98053,47.6794,-122.034,2250,4729,3,0,0,11
230,655000.0,2,1.75,1450,15798,2.0,1,4,2,7,98166,47.4497,-122.375,2030,13193,4,1,1,100
231,500000.0,4,2.75,2280,15347,1.0,0,0,4,7,98059,47.5218,-122.164,2280,15347,6,0,0,54
232,315000.0,6,2.75,2940,7350,1.0,0,0,2,8,98023,47.3103,-122.339,2120,8236,11,1,0,36
233,213000.0,2,1.0,1000,10200,1.0,0,0,2,6,98024,47.5687,-121.899,1150,13702,11,0,0,53
234,475000.0,3,1.5,2480,5280,1.5,0,0,4,7,98108,47.5575,-122.303,2090,4800,9,1,0,67
235,1030000.0,5,4.0,3760,28040,2.0,0,0,2,10,98033,47.6489,-122.183,3430,35096,6,0,0,31
236,416000.0,3,2.0,2220,94300,1.0,0,0,4,7,98010,47.3459,-121.95,2070,80100,4,1,0,39
237,410000.0,4,1.0,1970,4740,1.5,0,0,2,7,98122,47.6136,-122.303,1510,4740,3,1,1,111
